# Data obtained from https://live.icecube.wisc.edu/snapshots/
# start_time				stop_time
2010-05-31 06:52:09.000000		2010-05-31 06:55:47.000000
2010-05-31 06:57:22.000000		2010-05-31 06:57:39.000000
2010-05-31 06:59:23.000000		2010-05-31 07:05:37.000000
2010-05-31 07:05:51.000000		2010-05-31 07:06:03.000000
2010-05-31 07:08:28.000000		2010-05-31 14:00:32.000000
2010-05-31 14:02:10.000000		2010-05-31 15:27:52.000000
2010-05-31 15:29:24.000000		2010-05-31 15:36:46.000000
2010-05-31 15:38:22.000000		2010-05-31 23:06:07.000000
2010-05-31 23:07:43.000000		2010-05-31 23:15:11.000000
2010-05-31 23:16:46.000000		2010-05-31 23:20:40.000000
2010-05-31 23:22:15.000000		2010-05-31 23:29:18.000000
2010-05-31 23:30:59.000000		2010-06-01 07:27:03.000000
2010-06-01 07:28:59.000000		2010-06-01 15:01:46.000000
2010-06-01 15:03:21.000000		2010-06-01 16:59:33.000000
2010-06-01 17:02:26.000000		2010-06-01 19:56:52.000000
2010-06-01 20:02:17.000000		2010-06-02 04:03:14.000000
2010-06-02 04:04:50.000000		2010-06-02 12:04:52.000000
2010-06-02 12:07:10.000000		2010-06-02 15:09:38.000000
2010-06-02 15:12:35.000000		2010-06-02 23:12:37.000000
2010-06-02 23:15:04.000000		2010-06-03 07:15:06.000000
2010-06-03 07:17:29.000000		2010-06-03 15:17:31.000000
2010-06-03 15:19:58.000000		2010-06-03 23:20:01.000000
2010-06-03 23:22:20.000000		2010-06-04 07:22:22.000000
2010-06-04 07:24:48.000000		2010-06-04 15:24:50.000000
2010-06-04 15:27:17.000000		2010-06-04 23:28:14.000000
2010-06-04 23:29:48.000000		2010-06-05 04:59:06.000000
2010-06-05 05:06:41.000000		2010-06-05 05:14:46.000000
2010-06-05 05:15:46.000000		2010-06-05 05:19:26.000000
2010-06-05 05:19:53.000000		2010-06-05 05:21:01.000000
2010-06-05 05:47:55.000000		2010-06-05 13:47:58.000000
2010-06-05 13:50:17.000000		2010-06-05 18:02:19.000000
2010-06-05 18:03:12.000000		2010-06-05 18:13:10.000000
2010-06-05 18:24:27.000000		2010-06-05 19:30:56.000000
2010-06-05 19:34:14.000000		2010-06-06 02:51:03.000000
2010-06-06 02:53:28.000000		2010-06-06 04:54:18.000000
2010-06-06 04:58:50.000000		2010-06-06 05:09:16.000000
2010-06-06 05:11:51.000000		2010-06-06 05:11:56.000000
2010-06-06 05:12:24.000000		2010-06-06 05:12:55.000000
2010-06-06 05:13:20.000000		2010-06-06 05:18:39.000000
2010-06-06 05:19:20.000000		2010-06-06 05:19:40.000000
2010-06-06 05:21:15.000000		2010-06-06 05:35:23.000000
2010-06-06 05:37:10.000000		2010-06-06 05:47:16.000000
2010-06-06 05:52:10.000000		2010-06-06 13:53:01.000000
2010-06-06 13:54:34.000000		2010-06-06 21:54:36.000000
2010-06-06 21:57:02.000000		2010-06-07 05:57:04.000000
2010-06-07 05:59:26.000000		2010-06-07 13:59:28.000000
2010-06-07 14:01:56.000000		2010-06-07 22:01:58.000000
2010-06-07 22:04:20.000000		2010-06-08 06:04:22.000000
2010-06-08 06:07:04.000000		2010-06-08 14:07:06.000000
2010-06-08 14:09:24.000000		2010-06-08 22:09:27.000000
2010-06-08 22:11:49.000000		2010-06-09 06:12:37.000000
2010-06-09 06:14:16.000000		2010-06-09 14:14:18.000000
2010-06-09 14:16:39.000000		2010-06-09 22:16:41.000000
2010-06-09 22:21:06.000000		2010-06-10 06:21:08.000000
2010-06-10 06:23:32.000000		2010-06-10 10:23:56.000000
2010-06-10 10:27:44.000000		2010-06-10 10:49:54.000000
2010-06-10 10:53:30.000000		2010-06-10 14:00:49.000000
2010-06-10 14:03:53.000000		2010-06-10 22:03:55.000000
2010-06-10 22:06:18.000000		2010-06-11 06:06:20.000000
2010-06-11 06:08:42.000000		2010-06-11 08:52:44.000000
2010-06-11 08:58:58.000000		2010-06-11 09:00:43.000000
2010-06-11 09:02:23.000000		2010-06-11 16:00:43.000000
2010-06-11 16:04:27.000000		2010-06-12 00:05:30.000000
2010-06-12 00:07:04.000000		2010-06-12 08:07:06.000000
2010-06-12 08:09:27.000000		2010-06-12 16:09:29.000000
2010-06-12 16:11:59.000000		2010-06-13 00:12:02.000000
2010-06-13 00:14:22.000000		2010-06-13 08:14:24.000000
2010-06-13 08:17:06.000000		2010-06-13 16:17:08.000000
2010-06-13 16:19:44.000000		2010-06-14 00:19:46.000000
2010-06-14 00:22:13.000000		2010-06-14 08:22:15.000000
2010-06-14 08:24:35.000000		2010-06-14 16:24:37.000000
2010-06-14 16:27:28.000000		2010-06-15 00:27:30.000000
2010-06-15 00:29:57.000000		2010-06-15 08:29:59.000000
2010-06-15 08:32:26.000000		2010-06-15 12:27:35.000000
2010-06-15 12:31:53.000000		2010-06-15 15:49:30.000000
2010-06-15 15:52:18.000000		2010-06-15 18:50:31.000000
2010-06-15 18:54:47.000000		2010-06-16 02:54:50.000000
2010-06-16 02:57:18.000000		2010-06-16 10:57:20.000000
2010-06-16 10:59:35.000000		2010-06-16 14:59:01.000000
2010-06-16 15:03:20.000000		2010-06-16 23:03:22.000000
2010-06-16 23:05:44.000000		2010-06-17 07:05:46.000000
2010-06-17 07:08:12.000000		2010-06-17 08:37:37.000000
2010-06-17 08:43:59.000000		2010-06-17 08:45:27.000000
2010-06-17 08:47:17.000000		2010-06-17 08:48:29.000000
2010-06-17 08:50:20.000000		2010-06-17 08:51:33.000000
2010-06-17 08:57:37.000000		2010-06-17 16:57:39.000000
2010-06-17 17:00:04.000000		2010-06-18 01:00:06.000000
2010-06-18 01:02:24.000000		2010-06-18 09:03:14.000000
2010-06-18 09:04:46.000000		2010-06-18 17:04:49.000000
2010-06-18 17:09:11.000000		2010-06-19 01:09:14.000000
2010-06-19 01:11:38.000000		2010-06-19 09:11:41.000000
2010-06-19 09:14:02.000000		2010-06-19 17:14:05.000000
2010-06-19 17:16:29.000000		2010-06-20 01:16:31.000000
2010-06-20 01:18:49.000000		2010-06-20 09:19:40.000000
2010-06-20 09:21:14.000000		2010-06-20 17:21:15.000000
2010-06-20 17:23:37.000000		2010-06-21 01:23:39.000000
2010-06-21 01:28:02.000000		2010-06-21 09:28:05.000000
2010-06-21 09:30:30.000000		2010-06-21 17:30:32.000000
2010-06-21 17:32:50.000000		2010-06-22 01:32:52.000000
2010-06-22 01:35:13.000000		2010-06-22 09:35:15.000000
2010-06-22 09:37:32.000000		2010-06-22 17:37:34.000000
2010-06-22 17:40:09.000000		2010-06-23 01:40:11.000000
2010-06-23 01:42:49.000000		2010-06-23 09:42:52.000000
2010-06-23 09:45:09.000000		2010-06-23 17:45:11.000000
2010-06-23 17:47:35.000000		2010-06-24 01:47:37.000000
2010-06-24 01:49:58.000000		2010-06-24 09:50:43.000000
2010-06-24 09:52:23.000000		2010-06-24 17:52:25.000000
2010-06-24 17:54:59.000000		2010-06-25 01:55:01.000000
2010-06-25 01:57:21.000000		2010-06-25 09:57:23.000000
2010-06-25 09:59:47.000000		2010-06-25 17:59:49.000000
2010-06-25 18:04:09.000000		2010-06-25 18:40:34.000000
2010-06-25 18:50:46.000000		2010-06-26 02:50:48.000000
2010-06-26 02:53:13.000000		2010-06-26 06:05:47.000000
2010-06-26 06:08:40.000000		2010-06-26 14:08:42.000000
2010-06-26 14:11:02.000000		2010-06-26 21:59:29.000000
2010-06-26 22:02:07.000000		2010-06-26 22:02:07.000000
2010-06-26 22:09:08.000000		2010-06-27 06:09:11.000000
2010-06-27 06:11:31.000000		2010-06-27 08:29:22.000000
2010-06-27 08:31:59.000000		2010-06-27 16:32:01.000000
2010-06-27 16:34:24.000000		2010-06-28 00:34:26.000000
2010-06-28 00:36:47.000000		2010-06-28 08:36:50.000000
2010-06-28 08:39:11.000000		2010-06-28 16:39:13.000000
2010-06-28 16:41:33.000000		2010-06-29 00:41:36.000000
2010-06-29 00:43:56.000000		2010-06-29 08:43:59.000000
2010-06-29 08:46:41.000000		2010-06-29 16:46:43.000000
2010-06-29 16:49:31.000000		2010-06-30 00:49:33.000000
2010-06-30 00:52:49.000000		2010-06-30 03:51:52.000000
2010-06-30 03:54:49.000000		2010-06-30 11:55:47.000000
2010-06-30 11:57:44.000000		2010-06-30 12:51:49.000000
2010-06-30 12:55:18.000000		2010-06-30 15:51:29.000000
2010-06-30 15:56:27.000000		2010-06-30 16:00:35.000000
2010-06-30 16:03:16.000000		2010-07-01 00:04:12.000000
2010-07-01 00:05:46.000000		2010-07-01 08:05:48.000000
2010-07-01 08:08:17.000000		2010-07-01 16:08:20.000000
2010-07-01 16:10:51.000000		2010-07-02 00:10:53.000000
2010-07-02 00:13:19.000000		2010-07-02 08:13:22.000000
