# Data obtained from https://live.icecube.wisc.edu/snapshots/
# start_time				stop_time
2010-07-02 08:15:47.000000		2010-07-02 15:06:40.000000
2010-07-02 15:09:27.000000		2010-07-02 23:09:29.000000
2010-07-02 23:11:49.000000		2010-07-03 07:11:51.000000
2010-07-03 07:14:11.000000		2010-07-03 15:14:13.000000
2010-07-03 15:16:31.000000		2010-07-03 23:16:33.000000
2010-07-03 23:20:50.000000		2010-07-04 07:20:53.000000
2010-07-04 07:23:11.000000		2010-07-04 15:23:13.000000
2010-07-04 15:25:32.000000		2010-07-04 23:26:28.000000
2010-07-04 23:28:08.000000		2010-07-05 07:28:10.000000
2010-07-05 07:30:38.000000		2010-07-05 15:30:41.000000
2010-07-05 15:33:02.000000		2010-07-05 23:33:04.000000
2010-07-05 23:35:26.000000		2010-07-06 07:35:28.000000
2010-07-06 07:37:47.000000		2010-07-06 15:37:49.000000
2010-07-06 15:40:13.000000		2010-07-06 23:40:57.000000
2010-07-06 23:42:29.000000		2010-07-07 07:42:32.000000
2010-07-07 07:44:32.000000		2010-07-07 07:44:32.000000
2010-07-07 07:46:54.000000		2010-07-07 15:46:56.000000
2010-07-07 15:49:26.000000		2010-07-07 23:49:29.000000
2010-07-07 23:51:52.000000		2010-07-08 04:53:39.000000
2010-07-08 04:56:14.000000		2010-07-08 04:56:14.000000
2010-07-08 04:58:46.000000		2010-07-08 04:58:46.000000
2010-07-08 05:06:32.000000		2010-07-08 06:52:26.000000
2010-07-08 06:55:21.000000		2010-07-08 12:36:16.000000
2010-07-08 12:39:42.000000		2010-07-08 12:40:26.000000
2010-07-08 12:41:33.000000		2010-07-08 15:37:07.000000
2010-07-08 15:39:48.000000		2010-07-08 18:41:31.000000
2010-07-08 18:44:40.000000		2010-07-08 18:44:42.000000
2010-07-08 18:48:42.000000		2010-07-09 02:48:45.000000
2010-07-09 02:51:11.000000		2010-07-09 10:51:13.000000
2010-07-09 10:53:34.000000		2010-07-09 18:53:36.000000
2010-07-09 18:57:55.000000		2010-07-10 02:57:57.000000
2010-07-10 03:00:35.000000		2010-07-10 11:00:37.000000
2010-07-10 11:02:56.000000		2010-07-10 19:02:59.000000
2010-07-10 19:05:23.000000		2010-07-11 02:44:36.000000
2010-07-11 02:46:58.000000		2010-07-11 02:55:02.000000
2010-07-11 02:55:03.000000		2010-07-11 02:55:42.000000
2010-07-11 03:04:00.000000		2010-07-11 03:10:08.000000
2010-07-11 03:12:08.000000		2010-07-11 03:17:12.000000
2010-07-11 03:20:32.000000		2010-07-11 03:21:16.000000
2010-07-11 03:32:21.000000		2010-07-11 04:14:10.000000
2010-07-11 04:16:34.000000		2010-07-11 04:16:47.000000
2010-07-11 04:16:48.000000		2010-07-11 04:17:33.000000
2010-07-11 04:19:20.000000		2010-07-11 04:19:31.000000
2010-07-11 04:19:46.000000		2010-07-11 04:19:46.000000
2010-07-11 04:47:12.000000		2010-07-11 12:47:14.000000
2010-07-11 12:49:36.000000		2010-07-11 20:49:39.000000
2010-07-11 20:52:00.000000		2010-07-12 04:52:01.000000
2010-07-12 04:54:18.000000		2010-07-12 12:54:20.000000
2010-07-12 12:56:44.000000		2010-07-12 20:56:47.000000
2010-07-12 20:59:03.000000		2010-07-13 04:59:05.000000
2010-07-13 05:01:24.000000		2010-07-13 13:01:26.000000
2010-07-13 13:03:54.000000		2010-07-13 21:03:57.000000
2010-07-13 21:06:20.000000		2010-07-14 05:06:22.000000
2010-07-14 05:08:47.000000		2010-07-14 10:42:37.000000
2010-07-14 11:08:20.000000		2010-07-14 11:08:20.000000
2010-07-14 11:16:38.000000		2010-07-14 11:16:38.000000
2010-07-14 11:26:25.000000		2010-07-14 19:26:27.000000
2010-07-14 19:28:54.000000		2010-07-15 03:28:57.000000
2010-07-15 03:31:17.000000		2010-07-15 11:31:19.000000
2010-07-15 11:33:44.000000		2010-07-15 19:33:47.000000
2010-07-15 19:36:06.000000		2010-07-16 02:38:11.000000
2010-07-16 02:45:21.000000		2010-07-16 02:47:03.000000
2010-07-16 02:51:31.000000		2010-07-16 10:51:33.000000
2010-07-16 10:54:27.000000		2010-07-16 18:54:29.000000
2010-07-16 18:59:09.000000		2010-07-17 02:35:23.000000
2010-07-17 02:39:01.000000		2010-07-17 02:43:21.000000
2010-07-17 02:43:45.000000		2010-07-17 02:44:15.000000
2010-07-17 02:45:44.000000		2010-07-17 02:51:13.000000
2010-07-17 02:54:26.000000		2010-07-17 02:54:26.000000
2010-07-17 02:58:16.000000		2010-07-17 02:59:11.000000
2010-07-17 03:03:42.000000		2010-07-17 03:03:42.000000
2010-07-17 03:17:50.000000		2010-07-17 11:17:52.000000
2010-07-17 11:20:21.000000		2010-07-17 19:20:23.000000
2010-07-17 19:22:57.000000		2010-07-18 03:23:00.000000
2010-07-18 03:25:37.000000		2010-07-18 11:25:40.000000
2010-07-18 11:30:18.000000		2010-07-18 19:30:20.000000
2010-07-18 19:30:21.000000		2010-07-18 19:34:38.000000
2010-07-18 19:34:39.000000		2010-07-19 03:35:39.000000
2010-07-19 03:37:20.000000		2010-07-19 11:37:22.000000
2010-07-19 11:39:53.000000		2010-07-19 19:39:55.000000
2010-07-19 19:42:30.000000		2010-07-19 22:04:24.000000
2010-07-19 22:04:25.000000		2010-07-19 22:06:56.000000
2010-07-19 22:06:57.000000		2010-07-19 22:09:26.000000
2010-07-19 22:09:27.000000		2010-07-19 22:12:02.000000
2010-07-19 22:12:03.000000		2010-07-19 22:14:33.000000
2010-07-19 22:14:34.000000		2010-07-19 22:17:01.000000
2010-07-19 22:17:02.000000		2010-07-19 22:19:24.000000
2010-07-19 22:19:25.000000		2010-07-19 22:21:50.000000
2010-07-19 22:21:51.000000		2010-07-19 22:24:18.000000
2010-07-19 22:47:10.000000		2010-07-20 01:11:59.000000
2010-07-20 01:14:31.000000		2010-07-20 02:58:06.000000
2010-07-20 02:58:07.000000		2010-07-20 03:00:30.000000
2010-07-20 03:03:00.000000		2010-07-20 03:04:27.000000
2010-07-20 03:06:08.000000		2010-07-20 11:06:11.000000
2010-07-20 11:08:43.000000		2010-07-20 19:08:45.000000
2010-07-20 19:11:27.000000		2010-07-21 03:11:29.000000
2010-07-21 03:16:10.000000		2010-07-21 11:16:13.000000
2010-07-21 11:18:48.000000		2010-07-21 19:18:50.000000
2010-07-21 19:21:23.000000		2010-07-22 03:21:25.000000
2010-07-22 03:25:59.000000		2010-07-22 11:26:02.000000
2010-07-22 11:28:36.000000		2010-07-22 19:28:38.000000
2010-07-22 19:31:16.000000		2010-07-23 03:31:18.000000
2010-07-23 03:33:52.000000		2010-07-23 05:55:01.000000
2010-07-23 06:00:55.000000		2010-07-23 06:01:01.000000
2010-07-23 06:06:24.000000		2010-07-23 06:10:59.000000
2010-07-23 06:11:00.000000		2010-07-23 06:11:43.000000
2010-07-23 06:13:26.000000		2010-07-23 06:27:02.000000
2010-07-23 06:30:36.000000		2010-07-23 06:33:40.000000
2010-07-23 06:36:02.000000		2010-07-23 06:37:03.000000
2010-07-23 06:43:10.000000		2010-07-23 06:47:12.000000
2010-07-23 06:51:06.000000		2010-07-23 07:40:26.000000
2010-07-23 07:44:11.000000		2010-07-23 08:01:32.000000
2010-07-23 08:04:23.000000		2010-07-23 08:06:27.000000
2010-07-23 08:07:28.000000		2010-07-23 08:13:18.000000
2010-07-23 08:14:01.000000		2010-07-23 08:14:47.000000
2010-07-23 08:25:02.000000		2010-07-23 08:26:31.000000
2010-07-23 08:29:14.000000		2010-07-23 10:56:49.000000
2010-07-23 10:57:39.000000		2010-07-23 10:59:10.000000
2010-07-23 11:03:50.000000		2010-07-23 11:04:32.000000
2010-07-23 11:09:51.000000		2010-07-23 11:09:54.000000
2010-07-23 11:19:01.000000		2010-07-23 12:18:54.000000
2010-07-23 12:22:05.000000		2010-07-23 20:22:07.000000
2010-07-23 20:24:39.000000		2010-07-24 04:24:40.000000
2010-07-24 04:27:08.000000		2010-07-24 07:31:31.000000
2010-07-24 07:34:26.000000		2010-07-24 07:38:22.000000
2010-07-24 07:39:15.000000		2010-07-24 07:41:31.000000
2010-07-24 07:50:54.000000		2010-07-24 07:51:44.000000
2010-07-24 07:55:42.000000		2010-07-24 08:07:24.000000
2010-07-24 08:10:43.000000		2010-07-24 08:10:43.000000
2010-07-24 08:14:54.000000		2010-07-24 08:52:38.000000
2010-07-24 08:52:39.000000		2010-07-24 08:52:39.000000
2010-07-24 08:52:40.000000		2010-07-24 08:53:26.000000
2010-07-24 08:55:04.000000		2010-07-24 08:55:51.000000
2010-07-24 08:58:22.000000		2010-07-24 12:47:28.000000
2010-07-24 12:50:21.000000		2010-07-24 20:50:22.000000
2010-07-24 20:52:52.000000		2010-07-25 04:52:54.000000
2010-07-25 04:55:25.000000		2010-07-25 12:55:27.000000
2010-07-25 12:57:58.000000		2010-07-25 20:58:01.000000
2010-07-25 21:00:25.000000		2010-07-26 05:00:26.000000
2010-07-26 05:02:52.000000		2010-07-26 13:02:54.000000
2010-07-26 13:05:23.000000		2010-07-26 21:05:26.000000
2010-07-26 21:07:54.000000		2010-07-27 05:07:55.000000
2010-07-27 05:10:35.000000		2010-07-27 13:10:36.000000
2010-07-27 13:13:07.000000		2010-07-27 21:13:08.000000
2010-07-27 21:15:39.000000		2010-07-28 05:15:41.000000
2010-07-28 05:18:03.000000		2010-07-28 13:18:05.000000
2010-07-28 13:20:44.000000		2010-07-28 21:20:45.000000
2010-07-28 21:23:17.000000		2010-07-29 05:23:20.000000
2010-07-29 05:25:54.000000		2010-07-29 13:25:56.000000
2010-07-29 13:28:29.000000		2010-07-29 21:29:25.000000
2010-07-29 21:31:03.000000		2010-07-30 05:31:06.000000
2010-07-30 05:33:44.000000		2010-07-30 13:33:46.000000
2010-07-30 13:36:26.000000		2010-07-30 21:36:29.000000
2010-07-30 21:39:03.000000		2010-07-31 05:39:06.000000
2010-07-31 05:41:37.000000		2010-07-31 13:41:39.000000
2010-07-31 13:44:07.000000		2010-07-31 21:44:09.000000
2010-07-31 21:46:42.000000		2010-08-01 05:46:45.000000
2010-08-01 05:49:16.000000		2010-08-01 13:49:19.000000
2010-08-01 13:51:55.000000		2010-08-01 21:51:57.000000
2010-08-01 21:54:21.000000		2010-08-02 05:54:24.000000
2010-08-02 05:57:03.000000		2010-08-02 13:57:05.000000
2010-08-02 13:59:34.000000		2010-08-02 22:00:31.000000
2010-08-02 22:02:10.000000		2010-08-03 06:02:11.000000
2010-08-03 06:04:48.000000		2010-08-03 14:04:50.000000
2010-08-03 14:06:48.000000		2010-08-03 14:06:48.000000
2010-08-03 14:09:08.000000		2010-08-03 22:09:11.000000
2010-08-03 22:11:59.000000		2010-08-04 06:12:00.000000
2010-08-04 06:14:38.000000		2010-08-04 14:14:40.000000
2010-08-04 14:17:26.000000		2010-08-04 22:17:28.000000
2010-08-04 22:20:16.000000		2010-08-05 06:20:18.000000
2010-08-05 06:22:56.000000		2010-08-05 14:22:58.000000
2010-08-05 14:24:57.000000		2010-08-05 14:24:57.000000
2010-08-05 14:27:23.000000		2010-08-05 22:27:25.000000
2010-08-05 22:30:04.000000		2010-08-06 01:48:24.000000
2010-08-06 01:51:18.000000		2010-08-06 01:53:55.000000
2010-08-06 01:55:06.000000		2010-08-06 01:55:48.000000
2010-08-06 01:59:34.000000		2010-08-06 04:23:48.000000
2010-08-06 04:26:20.000000		2010-08-06 07:21:05.000000
2010-08-06 07:24:42.000000		2010-08-06 15:24:44.000000
2010-08-06 15:27:23.000000		2010-08-06 23:27:25.000000
2010-08-06 23:30:06.000000		2010-08-07 07:30:07.000000
2010-08-07 07:32:43.000000		2010-08-07 15:32:45.000000
2010-08-07 15:32:46.000000		2010-08-07 15:34:39.000000
2010-08-07 15:37:06.000000		2010-08-07 23:37:08.000000
2010-08-07 23:39:48.000000		2010-08-08 07:40:45.000000
2010-08-08 07:42:22.000000		2010-08-08 08:04:04.000000
2010-08-08 08:06:31.000000		2010-08-08 16:06:33.000000
2010-08-08 16:09:07.000000		2010-08-09 00:09:09.000000
2010-08-09 00:11:39.000000		2010-08-09 08:11:41.000000
2010-08-09 08:14:10.000000		2010-08-09 16:14:13.000000
2010-08-09 16:18:43.000000		2010-08-09 17:17:53.000000
2010-08-09 17:20:26.000000		2010-08-09 17:21:28.000000
2010-08-09 17:23:57.000000		2010-08-09 17:24:53.000000
2010-08-09 17:27:21.000000		2010-08-09 17:28:15.000000
2010-08-09 17:32:44.000000		2010-08-09 17:32:47.000000
2010-08-09 17:38:07.000000		2010-08-09 17:39:04.000000
2010-08-09 17:41:27.000000		2010-08-09 17:42:21.000000
2010-08-09 17:44:47.000000		2010-08-09 17:45:42.000000
2010-08-09 17:48:13.000000		2010-08-09 17:49:10.000000
2010-08-09 17:51:37.000000		2010-08-09 17:52:33.000000
2010-08-09 17:55:04.000000		2010-08-09 17:56:05.000000
2010-08-09 18:00:33.000000		2010-08-09 18:01:35.000000
2010-08-09 18:04:04.000000		2010-08-09 18:05:02.000000
2010-08-09 18:12:24.000000		2010-08-09 18:13:19.000000
2010-08-09 18:15:48.000000		2010-08-09 18:15:50.000000
2010-08-09 18:21:23.000000		2010-08-09 18:28:54.000000
2010-08-09 18:31:38.000000		2010-08-09 18:35:40.000000
2010-08-09 18:39:07.000000		2010-08-09 18:40:07.000000
2010-08-09 18:44:59.000000		2010-08-09 19:26:11.000000
2010-08-09 19:29:03.000000		2010-08-09 19:42:11.000000
2010-08-09 19:44:45.000000		2010-08-09 19:44:50.000000
2010-08-09 19:44:51.000000		2010-08-09 19:44:51.000000
2010-08-09 19:51:04.000000		2010-08-09 19:51:29.000000
2010-08-09 19:59:09.000000		2010-08-09 20:22:24.000000
2010-08-09 20:27:06.000000		2010-08-09 20:27:47.000000
2010-08-09 20:42:26.000000		2010-08-09 21:00:37.000000
2010-08-09 21:00:42.000000		2010-08-09 21:00:42.000000
2010-08-09 21:10:29.000000		2010-08-10 03:30:55.000000
2010-08-10 03:35:13.000000		2010-08-10 11:36:10.000000
2010-08-10 11:37:48.000000		2010-08-10 19:37:51.000000
2010-08-10 19:40:20.000000		2010-08-10 20:57:10.000000
2010-08-10 21:01:09.000000		2010-08-11 01:24:25.000000
2010-08-11 01:27:58.000000		2010-08-11 09:28:56.000000
2010-08-11 09:30:34.000000		2010-08-11 17:31:28.000000
2010-08-11 17:33:05.000000		2010-08-12 01:33:07.000000
2010-08-12 01:35:36.000000		2010-08-12 09:35:38.000000
2010-08-12 09:38:14.000000		2010-08-12 17:38:16.000000
2010-08-12 17:40:48.000000		2010-08-13 00:22:09.000000
2010-08-13 00:25:08.000000		2010-08-13 00:54:29.000000
2010-08-13 00:56:29.000000		2010-08-13 01:08:15.000000
2010-08-13 01:20:37.000000		2010-08-13 09:20:39.000000
2010-08-13 09:23:56.000000		2010-08-13 11:18:46.000000
2010-08-13 11:21:12.000000		2010-08-13 19:21:13.000000
2010-08-13 19:23:43.000000		2010-08-14 02:32:03.000000
2010-08-14 02:34:30.000000		2010-08-14 10:35:30.000000
2010-08-14 10:37:06.000000		2010-08-14 18:37:09.000000
2010-08-14 18:41:44.000000		2010-08-15 02:41:46.000000
2010-08-15 02:44:13.000000		2010-08-15 10:23:21.000000
2010-08-15 10:24:14.000000		2010-08-15 10:28:38.000000
2010-08-15 10:31:53.000000		2010-08-15 10:32:14.000000
2010-08-15 10:36:28.000000		2010-08-15 11:46:26.000000
2010-08-15 11:49:00.000000		2010-08-15 19:49:03.000000
2010-08-15 19:53:38.000000		2010-08-15 19:54:20.000000
2010-08-15 19:57:44.000000		2010-08-16 03:57:46.000000
2010-08-16 04:00:19.000000		2010-08-16 05:48:30.000000
2010-08-16 05:51:49.000000		2010-08-16 13:51:52.000000
2010-08-16 13:56:19.000000		2010-08-16 21:56:22.000000
2010-08-16 21:58:45.000000		2010-08-17 04:24:23.000000
2010-08-17 04:27:31.000000		2010-08-17 04:39:40.000000
2010-08-17 04:42:14.000000		2010-08-17 04:42:48.000000
2010-08-17 04:44:37.000000		2010-08-17 05:25:44.000000
2010-08-17 05:31:41.000000		2010-08-17 09:05:33.000000
2010-08-17 09:05:34.000000		2010-08-17 09:07:16.000000
2010-08-17 09:07:17.000000		2010-08-17 09:09:46.000000
2010-08-17 09:12:17.000000		2010-08-17 09:12:19.000000
2010-08-17 09:24:32.000000		2010-08-17 09:48:37.000000
2010-08-17 09:57:13.000000		2010-08-17 09:57:54.000000
2010-08-17 10:00:19.000000		2010-08-17 18:00:22.000000
2010-08-17 18:02:54.000000		2010-08-18 02:02:56.000000
2010-08-18 02:05:24.000000		2010-08-18 10:05:27.000000
2010-08-18 10:07:52.000000		2010-08-18 18:07:54.000000
2010-08-18 18:12:27.000000		2010-08-19 02:12:29.000000
2010-08-19 02:15:02.000000		2010-08-19 10:15:05.000000
2010-08-19 10:17:33.000000		2010-08-19 18:18:30.000000
2010-08-19 18:20:08.000000		2010-08-20 02:20:10.000000
2010-08-20 02:22:40.000000		2010-08-20 04:53:15.000000
2010-08-20 04:56:38.000000		2010-08-20 05:15:52.000000
2010-08-20 05:19:07.000000		2010-08-20 05:19:45.000000
2010-08-20 05:21:50.000000		2010-08-20 05:44:08.000000
2010-08-20 05:46:56.000000		2010-08-20 13:47:52.000000
2010-08-20 13:47:53.000000		2010-08-20 13:48:48.000000
2010-08-20 13:53:13.000000		2010-08-20 13:54:52.000000
2010-08-20 13:56:35.000000		2010-08-20 21:56:38.000000
2010-08-20 21:59:09.000000		2010-08-21 00:03:33.000000
2010-08-21 00:06:56.000000		2010-08-21 00:08:00.000000
2010-08-21 00:09:39.000000		2010-08-21 00:16:27.000000
2010-08-21 00:20:04.000000		2010-08-21 00:21:58.000000
2010-08-21 00:24:25.000000		2010-08-21 00:26:26.000000
2010-08-21 00:29:48.000000		2010-08-21 00:33:57.000000
2010-08-21 00:38:33.000000		2010-08-21 00:40:03.000000
2010-08-21 00:41:47.000000		2010-08-21 00:48:24.000000
2010-08-21 00:50:16.000000		2010-08-21 00:50:52.000000
2010-08-21 00:52:52.000000		2010-08-21 00:55:21.000000
2010-08-21 00:55:22.000000		2010-08-21 00:56:06.000000
2010-08-21 00:57:40.000000		2010-08-21 00:59:43.000000
2010-08-21 01:04:11.000000		2010-08-21 01:13:54.000000
2010-08-21 01:15:35.000000		2010-08-21 01:23:22.000000
2010-08-21 01:23:23.000000		2010-08-21 01:24:13.000000
2010-08-21 01:26:18.000000		2010-08-21 01:44:08.000000
2010-08-21 01:44:11.000000		2010-08-21 01:44:54.000000
2010-08-21 01:47:08.000000		2010-08-21 01:49:35.000000
2010-08-21 01:51:15.000000		2010-08-21 01:59:27.000000
2010-08-21 01:59:31.000000		2010-08-21 01:59:31.000000
2010-08-21 02:13:58.000000		2010-08-21 02:21:57.000000
2010-08-21 02:22:06.000000		2010-08-21 02:22:06.000000
2010-08-21 02:32:23.000000		2010-08-21 02:41:44.000000
2010-08-21 02:43:18.000000		2010-08-21 02:43:27.000000
2010-08-21 02:50:42.000000		2010-08-21 02:51:23.000000
2010-08-21 02:53:52.000000		2010-08-21 03:05:52.000000
